step,mean_reward_mean,mean_reward_std,steps_per_second_mean,steps_per_second_std
1000,-1.0225403177678671,0.12119205278837607,1397.6951187987713,477.0149012439909
2000,-0.9979879985115027,0.052503680897095076,1466.8566946509436,316.49462805357325
3000,-1.03860734648557,0.05091767711206701,1509.634138219124,242.56314237975587
